Review Dates,Review Titles,Reviews,Star Ratings
"Feb. 27, 2022",Inconsistent content throughout different devices platforms not enjoyable!,Been with netflix for many yrs the full package then I decided to go to smaller package..when the new amount was supposed to go out it was still full but then a couple days later lower amount went out..then we noticed we had been paying twice a month for nearly 5yrs we got onto the bank fraud etc to cut a long story short they are refusing to pay us back refusing to tell us who's bill we have been paying...if we hadnt lowered our account we wouldnt of noticed it we are seeking advice now..,3
"Feb. 26, 2022",like to opean the app .Very good app to enjoy,"Netflix has become nothing but low rated content, otherwise lots of junk and they keep raising their prices, now I'm paying $20 a month, time to cancel!",4
"Feb. 24, 2022",Netflix was once great,The app is awful and always crushing! Also the pricing is poor.,3
"Feb. 23, 2022",Personally I find Netflix a brilliant…,Disappointed that you've decided to hold onto a refund by claiming its 'credit' incase I stop paying Sky.If I pay for Netflix via sky for next 10 years you would just hold £9 (ish) as credit...so my service doesn't get interrupted. Really poor.,5
"Feb. 22, 2022",Norwegian Netflix 4K sub. not worth it.,They let someone charge my card for 3 months of service last year. I am disputing it my card company is helping. Netflix does nothing to help has no procedure to help. And has no protection for their customers information. I found out by accident earlier I didn’t realize it. Who knows maybe Netflix did it. Strange they sent me no email like they always do when you reactivate the account. Horrible company who doesn’t care how they get money. Crooks,1
"Updated Feb. 20, 2022",Wripped off by Netflix,"A very small selection of films. There is almost nothing from older classic films, nor anything extra new that is currently running in the cinemas. Rather a flood of mediocrity. An incomplete series. The series are missing entire seasons.On the other hand, I have to say that due to my weak password, my account was stolen and Netflix support responded very quickly, professionally and practically immediately someone attended to me and resolved the whole issue. The account and login details were returned very quickly.It's a shame Netflix can't be a real library of movies, I still have to go to pirate bays for movies I want to watch.",1
"Feb. 20, 2022",Netflix = low rated junk…,"Lots of content, original content, great quality content, site and app organization",1
"Feb. 19, 2022",The app is awful and always crushing,"An excellent alternative to its competitors, I love its content transmission system.Although they can improve their content and platform much more so as not to be left behind by their competitors, I hope that Netflix continues to evolve.",1
"Feb. 18, 2022",Refund refusal,"expensive, not many movies and tv shows",1
"Feb. 18, 2022",No protection for your info on netflix they don’t care,Had Netflix for years lately however I'm thinking of finding an alternative streaming service.I am fed up paying to watch canceled shows. Nothing worse than getting into to a series only to find that its been canceled after 1 season. Netflix need to put a warning note stating no new episodes will be added.,1
"Feb. 18, 2022",A very small selection of films,"Disgusting company, extremely rude & stuck up customer service when I tried to have polite conversation with an advisor. They did not care about what I needed to say! I personally do not recommend Netflix at all as they charge far too much on a monthly basis. They should offer customers an annual package as it costs £167.88 per year paying monthly!!!! This is absurd & extortionate. I would look at other streaming services like Disney Plus, don’t use Netflix.",3
"Feb. 17, 2022",Lots of content,I started Netflix just raised their price a month or two ago to $17 or $18. Now they're raising their price AGAIN to $21 starting March 15. I'll catch up on my series until March 1st then I'm out. It's now more than Prime and Disney+ combined!! You're good Netflix but not THAT good.,4
"Feb. 16, 2022",Excellent alternative to its competitors,"Just keep on paying the subscription in the hope of something decent to watch. Everytime I check Netflix for a worth while film to watch, I am disappointed with the selection.It has become a total waste of money.They deceive you by putting the same films under multiple categories in order to create the illusion that there is more choice.",5
"Feb. 16, 2022",expensive,"I really don't know what alternatives people have access to to leave such negative reviews. I'm in the UK and, as far as I know, we have Amazon Prime Video, Now TV, Apple TV+ and Disney+. I stopped watching live TV many years ago. Netflix is so far above any of those other streaming providers that it's on a completely different level. Of course not everything is fantastic but there's virtually always something worth watching and new content is added all the time. I do have a break from Netflix from time to time but always find there're just two or three things worth watching on the other streaming sites and then I return. It's always the same low consistent price. I just have basic which is fine for me. Now and again there's something that's very dark and it can look quite pixelated but that's about it technical wise. Your account just manages itself. There's nothing to do. Cancelling and restarting is super easy. If anyone knows of a better streaming service that I can access in the UK, then I would genuinely love to hear about it, but otherwise, Netflix is hands down the best option in my view.",1
"Feb. 16, 2022",Used to be good,Their original shows suck. Also they suck.,2
"Feb. 16, 2022",Netflix are Rip Off Merchants,"Netflix is stupid and annoying  they make brilliant shows yet justnto cancel them after 1 or couple seasons, if this is due to views well would do better if released everything on dvd theres loads ide love to buy, and another reason why shows get cancelled was releasing izombie series in uk well did season 1 and 2 then nothing had to get season 3 from new New Zealand or sumet because some reason decided not to release rest on dvd which sucks i am a avid dvd buyer and would happily purchase many shows they haven't released would love to own stranger things boxset",1
"Feb. 15, 2022",You're good but not THAT good!,"There are no good latest movies on Netflix.  The new movies that come out, look either foreign or it’s a low budget movie that you don’t enjoy watching.  Each time I land up watching a movie that lands up being a 1/10 rating, I need to pre warn family and friends to not bother watching.  You should invest our money on some good movies, if you plan to keep us as Customers.  Will be cancelling if movies don’t improve.",2
"Feb. 15, 2022",Rip off,"Netflix has some good series that gets me to watch it and has some good movies. But I have one problem and it makes me want to cancel Netflix and never look back. I would come across a movie and it would be a movie I really want to see just from what it says the movie is about. Then 75% of the time it would turn out the movie is either Russian or some other country where there mouths move different from what is being said. There are way to many foreign movies on Netflix and it really don't make no sense. Some are OK, but there is just way to many. At least make a place to chose if you want to watch foreign or not instead of putting everything all together . I'm american and want to watch movies in English that I understand. Go to categories and select horror then look at all the foreign language movies that is on there. If it wasn't for the walking dead, Ozark, ash vs evil dead, breaking bad and some movies then I would never watch it. I think Tubi is a better app than Netflix by a long shot. Just type what you want to watch and they will have it and the app is free to watch free movies. I give Netflix a 2 star.",1
"Feb. 15, 2022",Way above any of its competitors,"best place, no more words just the best place ever!, but I would like some more ghibli like movies would be awesome!, also more fun and entertaining and learning featured films to watch with family would be perfect.",5
"Feb. 15, 2022",Their original shows suck,An excellent collection of movies and series. Very good application.,1
"Feb. 15, 2022",Netflix is stupid and annoying  they…,"Been with Netflix for years , just found out I been charged 2 to 3 times every month for services , totally outrageous, cancelled Netflix immediately and now done with this monkey streaming site , well done Netflix.",1
"Feb. 13, 2022",There are no good latest movies on…,"Over the last few years, netflix has become a below average streamming platform not only do the prices increase each year it also am affraid has some of the worst layout format experienced.  Anyome loiking to seaech for a specific film by name save yourself the time and effort as 95% of the movies your looking for will never be there in short go else where pathetic selection of films for what you pay for. Also in respect to some of geographical locations in Scotland I think netflix may find musclebourgh is South of the capital Edinburgh where as Glen coe is in highland Invernessshire  so how can  you reach your destination traveling South from England through glen coe to Musclebourgh ya  edjit rockets !?? Please explain am sure Scottish people would love tae hear how ya worked this wan oot?????????????????",2
"Feb. 12, 2022",Too many non English movies,A bit of a mixture as some great programmes but recently the standard seems to have dropped.,3
"Feb. 10, 2022",best place,Netflix needs to STOP CANCELING the shows to like…Cursed…Julie and the Phantoms…HUGE MISTAKES!!!!!!!!!Netflix SUCKS!!!!!!!,5
"Feb. 8, 2022",An excellent collection of movies and…,"Zero customer services, I called them 3 times about some phishing emails…so impolite unprofessional, they hang up the phone, insulting…I asked to speak with the complain department, the answer was: we don’t have one, we outsource the customer services to other parties that we don’t have any control on their employees.. definitely I will contact customer protection in Montreal to report that, very very bad customer services 🥺🥺🥺",4
"Feb. 8, 2022",Been with Netflix for years,I been a netflix customer for many many years but at the moment I am very disappointed with it  the first reason I got netflix was so I could watch American TV shows which was good but at the moment it's rubbish especially the supernatural shows Which now I am paying more out each month to watch TV shows  the movies are good  which is why I haven't left netflix but I am thinking of leaving as it doesn't seem to be improving,1
"Updated Feb. 10, 2022",#Crap,"People always told me that there’s so much to see on Netflix. I never understood  what Netflix and chill meant until I got the Netflix myself. It’s so rubbish that having sex is more encaptivating then watching something on Netflix. All the shows that are being added these days seem to be either European, Korean or their own crap that they filmed and made. The foreign shows are dubbed in English. The Netflix dramas and movies they make are boring and there’s no surprise why they don’t make it on television. I would say don’t waste your money. Just watch regular tv. There’s more better shows and movies on that then on this paying crap. Don’t be fooled",1
"Feb. 8, 2022",A bit of a mixture as some great…,"Netflix used to be good, I suppose watching everything on it now has made it boring.. It don't help when all the new stuff is Chinese. People made ""squid game"" Massive and that's why they continue to put this stuff out. Hopefully a Nuke ends us all, People are an embarrassment now a days.",3
"Feb. 8, 2022",Netflix needs to STOP CANCELING the…,I don't recommend Netflix to anyone..it's overrated.....it's not worth ten dollars...now it just went up again to 21 dollar s there movie s are old ..or terrible not worth watching... they have movie s in ten different languages... but they don't post that they are in another language...it's trickery...too look as if they have a massive variety...they suck ..l don't recommend anyone paying ten dollar s .. let alone 21 dollar s ...they obviously have become greedy .....and Netflix productions..two out of ten ... leave movie making in the hands of the successful production companies.... Netflix is a Rip.off,1
"Feb. 7, 2022",Zero  customer services,"Had Netflix premium 4k account for 12 months now and have never been able to watch in 4k hdr doesn't even show up in my list most the time...!! Using a 4k fire stick, Amazon prime works fine in 4k hdr and all settings on TV and stick are correctly set up and my broadband speed is 65+ meg, so I phoned them up very politly after trying just about everything imaginable just to be told to try everything I had already tried which can be found on the Internet anyway, long call and kept on hold just for them to cut me off to a message asking me how my experience was with Netflix support what a joke... These people have 0 technical knowledge if it's not covered in the list that's on their website anyway, it can't be my TV or broadband or I couldn't watch other services in 4k hdr which need the very same settings...",1
"Feb. 7, 2022",A bit disappointing at the moment,"Very good streaming platform, it has very varied series and movies, of all genres. Only sometimes I have broadcasting problems.",2
"Feb. 7, 2022",Waste of money,Well I can watch a variety of series and movies,1
"Feb. 5, 2022",Awful,"Customer service second to none. Had an email advising my account had been hacked in Maylasia and I was not sure if it was legit so went direct to Netflix website and found the live chat system and within 5 minutes they had sent me clear instructions of what I needed to do. Sent me reset email and even better another link of removing any unknown accounts which I would not of even thought of doing or noticed so really thankful as there was 2 unknown accounts on there. Then got me to re sign in and watch something just so they know it is working. amazing customer service, when I had an issue with Instagram there is ZERO support and I just had to create a new account. So super happy, thanks Kimberley at Netflix customer support.",1
"Feb. 4, 2022",I don't recommend Netflix to…,"I agree that it's expensive. My friend tried to check in, we wanted to watch a movie together, but to be honest we were surprised.. but the production is good",1
"Updated Feb. 3, 2022",Had Netflix premium 4k account for 12…,"This is my responce to netflix not a movie. I think their service has declined.  I disapprove of them taking away shows such as  "" when Calls The Heart "". I disapprove of shows that don't reciprocate my language. I disapprove of show that their mouth doesn't match their voice ;( made in another country and they try to make them look like they are speaking English ) .Those are disgusting and I refuse to watch. If I begin to watch and their mouth doesn't match their voice ; I boot it. All  the while they take away wonderful movies and raise the price. If this continues I will be canceling my membership.  It's  beginning to be a struggle to find a good movie or show I haven't watched twenty times.          Sincerely  ,            disgruntled member",1
"Feb. 3, 2022",lovely movies,"I have used Netflix via LG app for a…I have used Netflix via LG app for a while now, and I absolutely hate it. What is going through the minds behind this terrible mess of an app.1 everything autostart when selected. This is absolutely horrible.. STOP THAT B.S NOW2 NO propper genres. W T F?Are you deliberately trying to hide the content from your viewers.3 subtitles for an English-speaking movie only comes as CC... what.. I'm not f*ing deaf.. I just what normal subs.. What the h*ll.4 Totally lack of propper overview of content..Everything is hidden behind a wall of blur and rubbish. Content is really hard to find Except for what you try to push down our thoughts and autostart.I will never ever pay for a netflix subscription. Over my dead body.Netflix sux so bad it stinks",5
"Feb. 2, 2022",Very good streaming platform,Netflix is excellent because it is an easy source to find any movies on a day in. They have a lot of movies and they are all free  and a lot of accounts can be made and you can change the age range so that it’s friendly for different ages.,4
"Feb. 2, 2022",Well I can watch a variety of series…,"Do you like the woke cancel culture? Then you will like Netflix! Don’t expose your children to this racist liberal program menu. Ads are geared up primarily for liberal activist. Obama fans can’t afford Netflix especially the new 50% rate increase. Shut ‘‘em down. Buy DVDs and watch at your convenience. We don’t need them, they need us. It’s very hard to write reviews these days on many businesses because we are being censored. Read this if before it gets deleted",4
"Feb. 2, 2022",Customer service second to none,"I have to say that we are happy with Netflix. Never had any issues with them at all. The thing is when you watch a platform such as Netflix, you will eventually narrow your choices.",5
"Feb. 2, 2022",Boring After a While,last year account was compromised 3 times.I called their customer service and was told account would be cancelled and make a new one with a new email.So I did this.I am disabled with memory loss problems.I just checked my account and discovered over the last 14 months they've been double and triple charging me.Customer service with the ACCENTS you cannot understand instructed me to ask my BANK for a refund! This is just a straight up scam and its not only immoral its ILLEGAL!,3
"Feb. 2, 2022",I agree that it's expensive,well just like many others in the uk im peed right off with netflix!! they are happy to keep taking the money for 'NOT PROVIDING SERVICES' from so many of their customers but there is NO WAY OF CONTACTING THEM AS THERE WEBSITE IS DOWN AS WELL!! well ive blocked my payment to them until they get the ruddy thing sorted out!! ps its been well over a week ive not been able to access netflix or the website!! A company in this day and age needs to have better back up plans!! inc better servers to carry their streaming content...!!! PULL YOUR FLIPPING FINGERS OUT NETFLIX & GET THIS SORTED!! ps ps i want a refund!!!!!,3
"Updated Jan. 31, 2022",This is my responce to netflix not a…,"Very bad service overpriced better off Amazon prime movies worth the money for all the things you get, netflix forces types of views on users and just generally gone downhill quickly, I will never buy a membership again.",1
"Jan. 30, 2022",I have used Netflix via LG app for a…,"abysmal content , maybe 5 programs worth watchingdubbing is the worst I have ver heard so anything international is unwatchable and English subtitles are clearly done by people who don't speak englishyou need to close shop or sell to someone who knows how to run a streaming service",1
"Jan. 30, 2022",Expensive…..,"ok so i got Netflix to watch bee and puppycat but because im in the uk I CANT you get rhinestone eyes out of ten good but you need some work I'm a scary gargoyle on a towerThat you made with plastic powerYour rhinestone eyes are like factories far awayWhen the paralytic dreams that we all seem to keepDrive on engines 'til they weepWith future pixels in factories far awaySo call the mainland from the beachAll parties now washed up in bleachThe waves are rising for this time of yearAnd nobody knows what to do with the heatUnder sunshine pylons, we'll meetWhile rain is falling like rhinestones from the skyI got a feeling now my heart is frozenAll the verses and the corrosionHave been after native in my soulI prayed on the unmovableYeah, clinging to the atoms of rockSeasons, the adjustmentsTimes have changedI can't see now, she said ""taxi""Now that light is so I can takeThis storm brings strange loyalties and skiesI'm a scary gargoyle on a towerThat you made with plastic powerYour rhinestone eyes are like factories far awayHere we go againThat's electricThat's electricHelicopters fly over the beachSame time every day, same routineA clear target in the summer when skies are blueIt's part of the noise when winter comesIt reverberates in my lungsNature's corrupted in factories far awayHere we go againThat's electricYour love's like rhinestones falling from the skyThat's electricWith future pixels in factories far awayHere we go againThat's electricYour love's like rhinestones falling from the skyThat's electricWith future pixels in factories far awayHere we go again",2
"Jan. 30, 2022",Netflix is excellent because it is an…,"Ok Hi everyone, as during the holiday time last year, we got sick of ads and quality of content of YouTube. So we looked around and found Netflix. Set up was fast and it works as a charm at home and during breaks at work. Netflix, Stay cool! God bless you all.",5
"Jan. 30, 2022",read before censored!,Condescending unhelpful twa*ts that game me a German number as a point of referral. Awful awful awful company.,1
"Jan. 30, 2022",Very good,I had Netflix for 3 years but now is getting boring that's why I unsubscribe the service because the price end up to be $9.99/Mo but I found a better streaming service by Paramount Plus is way better than Netflix!,5
"Updated Jan. 30, 2022",NETFLIX and their SCAMMING WAYS!,I quit paying on my acct. same stuff several months at a time. You rotate out the same movies over and over people like myself don’t want to see the same thing repeated.You have lost me as a customer. You also upped the price. I wouldn’t have have any stars but I had to put down 1 star so I could leave this review. 17.99 a month plus another dollar or 2 no thanks..switched to HBO & Starz and those 2 together are still cheaper than Netflix,1
"Jan. 28, 2022",well just like many others in the uk im…,"Terrible on many levels, content, supply... Just rubbish",1
"Jan. 28, 2022",Very bad service overpriced better off…,My account has been hacked twice in the last 6 months. Which means being online with Netflix for an hour and changing your password. again!  The biggest joke is when they claim that they are very serious about their security!!! Also  For what you get the prices are way too high !   Hey Netflix you have lowsy reviews maybe you should look at them,1
"Jan. 28, 2022",poor content and expensive pricing...,"Got a Netflix gift card, pin peeled off with the scratch sticker. Stupid half wit mouth breathers had also put ""non refundable"" on their cards. The dumb freaking jarheads can't even manufacture a proper gift card and have the audacity to put non refundable on the card. I just waisted my money ON YOUR FAULTY PRODUCT. get cancer, and die a horrible death. Every netflix worker deserves it.",1
"Jan. 27, 2022",Netflix is rubbish,"Can I give this steaming pile of garbage zero stars?A multi-billion dollar business with no email address for customer support. I am unable to send a screen shot of the issue I am having on my mobile device.So I try their chat support. No surprise this fails. They cannot see the issue I am having, so they just waste my time with restarting the device, re-installing the app and so on. Eventually THEY just end the chat session.",1
"Jan. 27, 2022",STOP REGIONAL CONTENT,excellent platform great variety of series and movies,3
"Jan. 26, 2022",Good platform for series and movies,"I love Netflix, lots of variety and the platform is very easy to use :)",5
"Jan. 26, 2022",Ok Hi everyone,during pandemic I have been addicted to Netflix and really liked some of the  series they produced especially Witcher. Loving the second season.,5
"Jan. 26, 2022",My favourite platform,You have removed all the decent series movies and now paid HARRY AND MEGHAN $100 million dollars to show their crap. Are you so unaware that you’re WASTING YOUR CLIENTS MONEY. Virtually no one here have any intention of supporting pathetic duo do??IF YOU PUT IT ON.....YOU WILL LOSE THOUSANDS OF YOUR CUSTOMERS,5
"Jan. 26, 2022",Condescending unhelpful twa*ts that…,Very poor customer service.Netflix lost a customer today due to the poor service on the online chat service. I also feel the costs have now created a poor value option. I won't return.,1
"Jan. 25, 2022",Netflix not a fan,They have good shows but if the price keeps going up like it has they are going to start to lose customers.  I know for me if it goes up again I'm dumping them!,1
"Jan. 24, 2022",I quit paying on my acct,"GOOD: They have some good shows, and series. No commercials,  BAD: price, they raised it again. Basic 9.99, better at 15.99 and best at 19.99. Thats ridiculous.  Won't go back till they lower the price. Also, they need to get rid of the kid like porn, they got rid of Christian based shows.",1
"Jan. 24, 2022",Great variety,I feel that there’s always excessive use of bad language being used on pretty much every series !!.. I feel that the media is encouraging foul language and and normalising within society as a whole. I’m beginning to get a bit put off tbh and now thinking to end my membership.,5
"Jan. 24, 2022",good service,"Not bad overall, but sometimes the translation is bad. The character's names are inconsistent in different episodes or seasons 🤨",4
"Jan. 24, 2022",Terrible on many levels,Some great stuff on there. Delaying the release of After Life 3 a little immature,1
"Updated Jan. 24, 2022",My account has been hacked twice in the…,"Great platform, with lots of original content",2
"Jan. 22, 2022",Got a Netflix gift card,"Very enjoyable, gives you a lot of options with movies and documentaries",1
"Updated Jan. 22, 2022",Garbage customer service,"The shows they make are mostly fine or at least the ones I have watched have been pretty good however their customer support is based on blaming the ISP for every issue they have. I've had them claim I am using a VPN and then when I say I am not they say the ISP has marked my IP address as using a VPN which is ridiculous as in the UK they assign you a new IP every time you disconnect from the internet or restart the router I've had to talk to them a dozen times and the final straw when I messaged them to tell them what the solution to the latest issue was was that they just ended the chat. I don't use VPNs, proxies or ""unblockers"" as they call them I'm just trying to view a show that they assured me is available in my region and it should be because I've been watching it for like a week.",1
"Jan. 21, 2022",excellent platform,"I recently contacted Netfilx Customer Service via chat and phone in regards to trialing the Premium Service for a week to a month without having to pay the Premium fee. I was advised that this can't be done, I find for a billion dollar company this response for loyal customer who has been with them for 20 months very disappointing. To make thing worst I asked for a call back and was advise Netflix don't provide this service. As they say in Australia ""Not Happy Jan""",5
"Jan. 20, 2022",good platform,"Crap! Pure crap!They seldom add new content and when they do it is old movies, but they remove content too. That is a major thing for me. You don't remove stuff that I pay for.Also they ruin their own shows and cancel them left n' right...but put them on anyways for people to watch, unknowingly that there is no second session. Just to put people off.IF i could give negative star rating I would...like -5",3
"Jan. 19, 2022",I love Netflix,"Oh! the pleasure of watching a film on Netflix ad free is so much more enjoyable. They have a frequent turnover of films and quality documentaries which means at around £6 per month they are outstanding value.One minor quibble,I did rely on the Netflix viewers reviews as I believe they were more accurate than a professional reviewer whose objectively could be influenced by the film studio who's film he/she was reviewing.",5
"Jan. 19, 2022",during pandemic I have been addicted to…,1 They buy the rights to a show then ruin it 2 they Love making film with twerking children 3 all the Netflix origins are lazy,5
"Jan. 19, 2022",HARRY AND MEGHAN $100 MILLION CONTRACT😡😡🤢🤢,HORRIBLE CUSTOMER SERVICEHAS AFFECTED MY MENTAL HEALTHAVOID NETFLIXNO FREE TRIALSGREEDY MONEY MINDEDAVOID ! AVOID ! AVOID !!!,1
"Jan. 18, 2022",Very poor customer service.,"Lots of movies, both stories, and documentaries. I really enjoyed the entertaining platform.",1
"Jan. 18, 2022",They have good shows but if the price…,I subscribed recently! There is a lot of choices I really like it!,3
"Jan. 18, 2022","GOOD shows, high prices.",In England  absolutely ru ish not worth paying for,2
"Jan. 18, 2022",I feel that there’s always excessive…,"Very few decent films on TV these days. Amazon prime looks as if it offers no end of choice but take a closer look and anything decent is “available to rent” so bit of a con. Netflix on the other hand is head and shoulders above the aforementioned with a huge choice of films all included in the subscription. Also some fantastic Netflix originals such as The Crown, Unorthodox and The Queens Gambit to name a few. Others may disagree with my choices but there really is something on here for all tastes. Netflix helped me get through lockdown and for that alone I’d happily award 5 stars.",1
