Review Dates,Review Titles,Reviews,Star Ratings
"Mar. 10, 2022",IKEA is #greenwashing themselves big…,"ORDER NUMBER 1263293485ORDERED A WARDROBE FROM LEEDS STORE ON 23 FEBRUARY - TOTAL AMOUNT TAKEN IN STORE ON MY CREDIT CARD OF £719.00.  THE FOLLOWING DAY I RECEIVE A TEXT STATING THAT SOME OF THE ITEMS ARE OUT OF STOCK/DISCONTINUED AND THAT THEY WOULD REFUND £70 FOR ITEMS THEY CANNOT PROVIDE.    UNFORTUNATELY I HAVE HAD TO CANCEL THE WHOLE ORDER AS THERE IS NO POINT IN BUILDING THE SHELL OF THE WARDROBE AND THE SHELVING/TRAYS ETC ARE UNAVAILABLE.  SO I SHOULD BE ENTITLED TO MY FULL REFUND OF £719.00 - SO FAR I HAVE RECEIVED TWO REFUNDS OF £579 AND £70 THEREFORE A TOTAL OF £649.00,  A SHORTFALL OF £70.   I HAVE TRIED TO CONTACT IKEA WHO SAY THEIR SYSTEMS ARE CORRECT AND THEY HAVE REFUNDED CORRECTLY.   YOUR SYSTEMS ARE WRONG, I HAVE THE RECEIPT,  SUGGESTING A VISIT STORE (A TWO HOUR ROUND TRIP) TO SORT IT OUT.  YOU OWE ME MONEY, YOU SORT IT OUT, I HAVE PROVIDED THE BARCODE ON MY RECEIPT, ITS NOT ROCKET SCIENCE.   CAN SOMEONE PLEASE GET IN TOUCH WITH ME AND REFUND ME THE £70 SHORTFALL.",1
"Mar. 9, 2022",1 star is too much,"Really good furtiture for good price. I order here in sweden just 2 days ago arrived yesterday! A new kitchen for ourhouse will be put up this weekend! If something is missing i just go store and there we have more parts! So good, I only give 4 star cause the delivery is between 08-17 who can be inside home so long waiting?",1
"Mar. 9, 2022",ORDER NUMBER 1263293485,"Awful delivery service. Your driver just dumped my package at the main entrance to the the building. He/she rang my bell, i responded and opened the door so he/shecould enter the building, he/he then just dumped the parcel and left. instead of bring it to my apartment which is on the 2nd floor. I cannot walk at the moment due to injury - shame on you!!! I will never use you again.",1
"Mar. 8, 2022",Really good furtiture for good price,"We saw a gaming board for my 10 year old son on stock and drove 60 km with a big trailer to Odense to buy it. When we got there we were told it is a mistake in stock and the don’t have it. My son was disappointed but gratuitously accepted to wait until stock becomes available. After almost one month of checking the availability almost every the as well as signing up for news, I got an email on March 4 @ 08:17 that the desk is available. I bought one online and got a confirmation from IKEA @10:26 same day and was supposed to deliver it on March 7th (pick up in Fredericia) @18:00.I was going to go on an important business trip which I cancelled just because of my son and wanted to see him happy.  He was extremely excited to receive his Garmin desk.  When called IKEA, I received a bunch of malarkey which was not only helping but deepening the wund.  The question is why IKEA does not hire people who can do a simple counting and play with people. I dropped a business trip, rented a trailer, lost several hours of my time etc. Useless.",4
"Mar. 8, 2022",Awful delivery service,"Had a kitchen ordered via Ikea Natanya (Israel). Paid also for delivery and installation. Installation was done improperly. Quality of the kitchen sink exceptionally poor as it acquired stained after a single use. For two months, via texts, whatsapp. and emails I tried to get customer service. Every time they either asked for the pictures that I had already sent, and sent again, or told me that they are busy.  I have given up since Ikea's customer (dis)service clearly does not function. I am not sure whether this is a local or corporate policy to infuse customers with despair but I would urge all those seeking a new kitchen to look elsewhere.",1
"Mar. 7, 2022",Can not manage a simple delivery...,"Really great received my pax fitted wardrobe and it look divine beautiful wooden grain finish smooth open and close draws and plenty of room. The most important thing is I got to design it myself money well spent me and my partner will also be investing in some bedside tables when payday arrives.Sturdy strong reliable, great delivery team took it to room of choice even used task rabbit to assemble allowing peace of mind from start to finish.Reliable honest company selling quality goods. Thank you.",1
"Mar. 6, 2022",Had a kitchen ordered via Ikea Natanya…,I places an order 6 weeks ago still not received it..unable to contact by email or live chat..and its £7 a minute to call them by phone..wont be ordering anything from this company again !!,1
"Mar. 5, 2022",Really great received my pax fitted…,"I wanted to return some items so I opened Chat on Ikea's website. I was told I had to return the items to their store. The closest store for me is 200 miles away. She said they aren't allowing returns any other way. I told her I wouldn't be shopping at Ikea anymore. Then she said she could refund my money if I emailed her photos of them.  Right after I said ""OK"", I got a message that the connection had to shut down and try again.  GRRRRRRRRRR!!  I definitely won't be shopping with Ikea again.",5
"Mar. 5, 2022",I places an order 6 weeks ago still not…,"I have never purchased anything from Ikea before and had heard good things years ago. Found a sofa I liked there. Ok priced sobought it, set to be delivered in 5 days. Thought that was fast and was happy. However, changed my schedule around and 1 hour before the delivery window I get a text about it being canceled. I had to call 8 times to get someone to do anything. Everyone was rude, unhelpful and non-apologetic. No supervisors work there either apparently. Just an absolute joke! I got no answers as to what happened etc. I don't even really care about the delivery issue, it was the 8 times calling to get help. Two weeks later i get a new delivery date. All unacceptable!! After reading others experiences, I have a completely different view of Ikea. It's definitely not the old Ikea I heard good things about. Hopefully they figure it out before they go under. I don't care either way considering it's my LAST EVER, that is if I ever receive it, purchase from Ikea. They don't care about customers who actually make the business, then they don't need my business apparently. I told them about reviewing wherever possible to let others know, but they didn't care either.",1
"Mar. 4, 2022",Bad experience trying to return items,"Horrible company’s policy. Due to Russian Ukrainian conflict ikea first assured the costumers that everything will be working. Then next day, in the middle of the day it appears that it’s not going to work here any longer. It’s  very cowardly behavior. I was buying here a kitchen and some stuff was missing due to Covid delays with supplies. Even if it is opened again , I will never buy here again",1
"Mar. 4, 2022",Apparently they don't need customers,After buying a matress from IKEA I have been hurting in my back. When I switched away from an IKEA matress the pain went away.,1
"Mar. 3, 2022",Horrible company’s policy,STOP ALL PURCHASING FROM IKEA. They remain open in Russia. Profiting from Ukrainian suffering. They should be ashamed.,1
"Updated Mar. 3, 2022",My matress was very bad,How can a company as IKEA purchase items in Belarus! Immediate stop to protect human rights. Code of conduct update needed at IKEA,1
"Mar. 2, 2022",Keeps open in Russia.,"Visited IKEA today to add so bits to our wardrobes. Only to find they are phasing out the brown black and no parts available! Then tried to buy the small battery coffee whisk, not  available either! Thought we would be able to get some of their pickled herring only to find  there was only a choice of two varieties. All I can say is you have sadly gone down in our estimates.",1
"Mar. 2, 2022",STOP ALL PURCHASING FROM IKEA,"NEVER EVER buy a mattress from IKEA, I will explain why in detail, also this is the same experience with many others I found outAfter treating myself my new super king HOVAG firm mattress I was super happy and my sleep was instantly improved 😴So it started failing after a few weeks (sagging becoming far softer than the rest of the mattress) I coped briefly by spinning it around, but this only works for a few days and a superking mattress isnt exactly light!So my back is in agony each morning and only eases later on, only for it to go back into the bed that makes it agony again! even with exercises to help my back and pain relief its still painful 😡I went to Facebook to get it sorted out and some fast customer service thinking its got a 10 year gaurantee! I am safe here!So I sent lots of messages with 2 agents and detailed pictures showing the obvious sagging (with different angles and measurements) so that it was very clear to seeI was told twice the mattress isnt faulty and the 10 year gaurantee doesnt apply as its not faulty!...and I should get a mattress topper 😂I was warned by another customer in the same position IKEA ask you for all the details then dismiss your issue no matter what! they were right!So luckily I paid with Paypal and the faulty goods clause applies there, so I have opened up a full claim for a refund, I didnt want to do this but its only way forwardHopes this helps anyone who sees it, please pay by credit card or by Paypal, alternatively dont buy a Mattress at IKEA!",1
"Mar. 2, 2022",How can a company as IKEA purchase…,"Ordered some bits that weren't in stock locally, waited a month and a half for delivery (for things in stock at the warehouse)... got a text update on the day and then... they didn't bother to show up. No communication. Absolutely ridiculous never going to use again",1
"Mar. 1, 2022",Very disappointed!,"I have problems with leaking water kran. So I wrote to ikea.dk for warranty. They have amazing answer system. It can take 10-14 days... It means I have send claim. I got answer after 14 days. It wrote it is missing some info. I send again. I got answer after 16 days, ""file cannot be opend"". Send again, answer come after 12 days and so on.If you buying anything in ikea you have to have on mind it's quality does not meet the price.",2
"Feb. 28, 2022",NEVER BUY MATTRESSES FROM IKEA!,I had a custom kitchen table top made and used the Ikea's measurment company to make sure it fits perfectly. I had it delivered and installed and found out the sink and tap hole is placed wrong so you can't install the tap. I called customer service who said I can send them an email and they will review my case in 4-6 weeks. And in case they then make a new one I can then wait another 4-6 weeks to get that delivered. So looking at another 8-12 weeks without a kitchen not to mention the cost of the carpenter I have paid to install the table. If I could go back I would have picked somewhere else to buy my new kitchen!,1
"Feb. 28, 2022",Didn't bother to turn up.,"Unfortunately if a problem or complaint arises. Ikea customer service seem reluctant to take ownership, blaming their service partners, which is true in my case.The delivery service provider that they use are a set of cowboys, they dont check what they are delivering and have no care for the customers property. I recieved 4 chairs instead of a cabin bed lol. Oh and a carpet cleaning session, thanks to the young deliver person trailing mud all the way through my home.This company was in such a rush, they didnt check the paperwork or delivery address, Im in Sheffield but the chairs delivered were clearly labelled to be delivered to Halifax. They just looked at me gone out when i said this isnt my order. This did get rectified but wasnt delivered to the room of choice as stipulated in the delivery info, just about got the mud off my light coloured carpet! This doesn't make Ikea immune because at the end of the day they're the ones who contract out to these. Think my complaint has been put under one of the many rugs ikea sell in store. It's funny how the big companies fail when things don't go right. Make their money and run scenario!",1
"Feb. 28, 2022",I have problems with leaking water…,"We had the worst possible customer experience from a business ever. We ordered some cupboards  and were given an expected delivery of 2 months. We didn’t mind this and so waited for the product. The day comes by (Friday) and we are told that the delivery will be made by their contractor ANC between 7am and 7pm. We received a message at 7pm saying it will be delivered in 40min. Two hours later and failed delivery. We then were asked to call ANC ourselves by IKEA and spent over 2 hours speaking with different people with no possibility to escalate. We received a call saying that Sunday would be possible for delivery and when we told them that Sunday’s don’t work, proceeded to say that the next available would be the following Sunday, we again told them Sundays don’t work and asked for a call from (ANC). Saturday no call or notification. Sunday we received a text at  9:41am saying our delivery will be made at 12-4pm (we can’t do Sundays). We organized our parents to be there at the last minute and arrived at 12:01pm. We had no access to our phones for a while and received a flurry of missed calls saying we missed our drop off. After calling the driver he said he arrived at 11:30am. After calling Ikea to share our experience there was nothing they were willing to do to resolve their (IKEA) and their contractors (ANC) incompetence. The best they could do is rebook for another Sunday 3 weeks down the line and charge us an extra delivery fee. After an hour on the phone they would only budge on the delivery fee and would not escalate the issue to any manger. We offered and asked other solutions of using other freight companies or Uber which they refused to acknowledge. Unfortunately when we hinted at a refund, they were only too obliging and was resolved in 2 min. So two months later and 2 days waiting for a delivery we have no place to store our clothes we are living out of suitcases. Good luck with your delivery",1
"Feb. 28, 2022",Kitchen top wrongly produced,"I have just wasted over half an hour with an IKEA customer service who provided an astonishingly low level of service and did so with an appallingly bad attitude.I have a large item that I paid for delivery of, I assembled it over almost four hours and it developed a fault. The item is very large and very heavy, and I was told to return it to a store. It is too big and there isn't a store in the city where I live.I was told it could not be collected and exchanged because the ""pandemic"" means that the service was suspended. The resumption of the service is at some unspecified date in the future. Absolutely no help at all.IKEA are still delivering online orders so they can deliver a replacement, they simply choose not to. Blaming the pandemic at such a late stage is pathetic.The agent tried to end the call several times and ended the call due to a lack of response as I was typing my response.IKEA, you should be embarrassed by the way you treat your customers, we are not an interruption of your work, we are the purpose of it.What appalled me most was that I was not asked what the nature of the fault was. I said I needed one part replacing and the agent said that that could not be done. The agent was simply determined not to help and only achieved and damaging the IKEA brand. A great result all round, not.",1
"Updated Feb. 27, 2022",Unfortunately if a problem or complaint…,"The prices were very good and reasonable and the quality of what I bought was good and satisfying. I called to the customer service and the one who answered, answered patiently.  Btw, I am not a fan of their delivery system, wasn't a good experience overall. FYI, one of my orders postponed for 2 weeks, the only good point of it was they told me about this and gave me a chance to choose another day.",1
"Updated Feb. 27, 2022",We had the worst possible customer…,"IKEA close in Russia , open again in UkraineIKEA supporting Putin",1
"Feb. 26, 2022",IKEA customer service - Or lack thereof - Appallingly Bad,I made a purchase last week and the furniture was missing some screws.,1
"Updated Feb. 26, 2022","Ikea sverige, Helsingborg, good but not perfect experience","Shocking. I paid for delivery as larger bedroom and home office items wouldn’t fit in car. Comms were good with accurate text updates for scheduled delivery. But that’s as good as it got.Youngish lead delivery chap was unsmiling. Other older chap was fine. I asked for help from the younger chap moving the large bedroom items upstairs. He told me he had to check the items delivered first and moaned about the difficult access and some items being heavy (which is why I asked for help upstairs!).I returned to my home office upstairs as I’m working from home. After 10 mins and all being quiet I went downstairs to find they’d cleared off. No checking of items with me nor help moving larger bedroom items upstairs. Not even a ‘we’ve finished cheerio’. I live on my own and there were two delivery chaps and it would have taken a few minutes to take the three larger units upstairs. But it was all too much trouble. And I paid for this!!Contrast with an Ottoman bed delivery from a local company and it shows IKEA’s customer service, particularly delivery service, for what it is. More like IKANT (be bothered) .",4
"Updated Feb. 24, 2022",IKEA Russia,I have order a table on 08/02/22 and it was supposed  to come on 23/02/22.So I was here at my house when suddenly  I received  a message saying that my driver missed me  out and he is going to come tomorrow.That's  absolutely  ridiculous because   I am inside and I was at the window  and I didn't  see anyone.So I called ikea costumer services and I have been told that the company  that run the delivery  they can turn up whatever  they want.What a joke.Very disappointed  I missed my day at work and lose money and no parcel.I hate irresponsibility.,1
"Feb. 24, 2022",I made a purchase last week and the…,"I visited the Croydon branch of IKEA to buy a chest of drawers. I chose the EKET range and purchased a 3-drawer unit in grey. Flat pack.We built the unit according to the instructions, which certainly weren't as clear as some of the other instructions I have followed when constructing previous units. We persevered. It took hours.Once built, we stood back to admire the finished product. Crooked, misaligned, wobbly.We returned to IKEA to ask for guidance. We were told by one of the people who build the units that we could bring the unit back and if they couldn't fix it, we would get a full refund.We brought the unit back to 'Customer Service'. Unfortunately, the customer service department were not too understanding. Straight away they informed us that they would NOT refund us as the unit was already built. They said they would try and realign it for us.We returned after an hour to find the unit sitting in the customer service area. Less misaligned but still ... misaligned.I pointed out that the unit wasn't fit for purpose as it was so crooked. I was told that I need to take it home and 'keep adjusting it until it lined up'. I pointed out that I had already spent hours trying to do just that.They stood firm and said there was nothing more they could do - they were NOT providing any refund.They offered a service whereby I could have someone come and realign it at my home - at an additional cost. This came with no guarantee that this was even achievable.What I want to know is why doesn't IKEA clearly give a WARNING on the front page of all instructions that once assembled, the item CANNOT be returned, even if it is malfunctioning. I was under the impression that the law in the UK was that you are entitled to a refund if something is not working / broken...I had to walk away with the malfunctioning unit.I was shocked at their coldness and determination not to even consider a refund or good will gesture of any kind. I know they are following orders and just doing their job - taking their orders from above.Those in charge at IKEA - please note - your so called customer service is appalling.",3
"Feb. 24, 2022",Shockingly bad and ignorant delivery service,Some parts came destroyed. some are missing,1
"Feb. 23, 2022",Ikea is playing with  serious people,"IKEA kept sending last minute delay-emails on the day of the supposed delivery. Now they canceled my order without any apology or compensation. On top of that they won't give me my money back for weeks. They stole three weeks of my time without delivering the products I paid for, and now they're stealing two more weeks for me waiting to get my money back to go buy furniture elsewhere. Completely shameless and disrespectful.",1
"Updated Feb. 23, 2022",Beware when purchasing flat pack units from IKEA !!,"I have purchased 19 items from the website, on the date that everything was supossed to arrive I just received 3 items which one of them, a table, came broken in half. I try to call them EVERYDAY, through phone calls and chat and they can´t never explain to me where are the rest of the things I paid for!",1
"Feb. 22, 2022",Some parts came destroyed,"Very bad customer experience. I had placed an order for PAX, it was delivery without the doors. I was not informed about the missing parts, something that I realised while we were assembling the PAX.Customer can't share a date when the missing parts will be delivered- for more than a week now. I paid in advance, a partial order was delivered, I was not informed about it - otherwise I would have cancelled the order (very smart trick from Ikea ). Now I'm at mercy of Ikea = harassment of customer. I had a similar experience in the past with sofa set, 3 years ago. There is a complete disconnect between customer service and warehouse/fulfilment- nobody knows whats in stock, what was delivered, what should have been delivered,  lack of proper communication towards customers.",3
"Feb. 21, 2022",IKEA kept sending last minute…,"Ikea ‘stainless steel’ Varsta kitchen began to rust within a year. I complained to Ikea who have looked at pictures and claim this is a result of ‘wear and tear’ and accused me of using bleach, although I only use natural cleaning products as I have pets, and other stainless steel items in my kitchen have not rusted.  It’s terrible to not honour the 25 year guarantee, and what other option do I have but to buy new doors after a year ..  I notice they have removed Varsta reviews from the website and seem to be phasing it out much like the Grevtsa stainless steel before it. Shameful.",1
"Feb. 21, 2022",Didn´t received what I have paid for,"Customer service doesn’t exist. We went to the Leeds store today as we previously seen Ikea advertising ‘buy back’ furniture. It tells you on the website to fill out a form and bring it with you. Ikea colleague scanned the QR code and called somebody over to check over 2 bar stools which were in a very good condition. Apparently there were a few screws missing, probably from the start but we just never bothered to go back to get them. They couldn’t even tell me which screws were missing which makes me believe none of them were actually missing and I’ve asked if they had spare parts as they have a wall full of screws at the returns point but apparently they don’t have the same screws? What company doesn’t have their own screws to replace?! What if I brought a bed with me? Ikea shouldn’t advertise this on their website as clearly this is not what they want to do. Big waste of time ….",1
"Feb. 21, 2022",Very poor fulfilment process,My sister who has autism  anxiety and health problems was ask to produce  receipt for food bought in food  shop . This made us feel embarrassed been excused of shop lifting in front of other people . My sister was very upset  and wanted to leave and  never go back . We had an elderly relative with us .,1
"Feb. 20, 2022",Ikea refuse to honour guarantee on faulty stainless steel’ Varsta kitchen,Today I visited ikea amersfoort. In the bedding department I was helped by Patrick. I would just like to share my experience here. Patrick approached me while I was testing a matras. He was helpful above and beyond. Thank you Patrick for making my shopping at Ikea a 5 star experience!,1
"Feb. 20, 2022",Customer service doesn’t exist,"Ordered online, Takes 16 days for a delivery date. Notified me of the delivery date and time.Failed to deliver after waiting 3 days. contacted IKEA every day. Was promised £20 compensation but that was not followed up and next operator denied that this was the case. Then Ikea needs a fortnight to refund me. So no goods and Ikea keeps your  money for a month. First and last time to order online from IKEA for me.BE WARNED",1
"Feb. 19, 2022",My sister who has autism  anxiety and…,We bought a large PLATSA wardrobe and it's a disaster. All units are wider than advertised and a lot of elements are damaged. Their customer service is the worst. We've been trying to resolve it for a month and they keep asking us the same things and I feel like we are going nowhere with this. Do not recommend buying large items from ikea.,1
"Feb. 19, 2022",5 stars to Patrick in the matras/bed department of Ikea Amersfoort,Very happy with the LED lights I bought from IKEA Glasgow. They were easy to install and worked as expected. Big shout out to Eliza who works at the lighting department who assisted me. She knows her stuff and went out of her way to find the best solution for my needs. A real asset to the company!,5
"Feb. 19, 2022",Ordered online fails to deliver,"I ordered an item that was supposed to get delivered at certain location and it never got there. Trying to contact them was impossible almost because they close super early for phone calls. Couldn’t get my stuff, got back home wrote an email, never got an answer. Few days later i just received an automatic mail saying my order had been “failed to be delivered”. Today i checked my back account to see if i have gotten any money back and nope nothing. Therefore tried calling them again this morning and never got actually to talk to anybody before their closing time. This is the third time that i “buy” something at ikea and i have this kind of experiences. It’s really not worth it. Just stole my money",1
"Feb. 19, 2022",awful experience,"Very disappointed with my Ikea experience.   Planned on completing a kitchen renovation using their Sektion cabinets.  All cabinets, doors and accessories were ordered on December 3, 2021.  Most of the items were delivered with the following 2 weeks.  Unfortunately,  5 cabinet frames were out of stock.  I understand there is a global supply issue right now, bit it's very frustrating when you call Ikea customer service time and time again and they can provide NO information at all regarding the availability of the out of stock items.  This is 2022.  I cannot believe that a worldwide company like Ikea does not have a better production  and inventory management system.  So after 11 weeks, everything  was returned to Ikea.  This whole dreadful experience has cost ne a couple of hundred dollars from the initial shipping charges to renting a truck to return everything.  If you do order a kitchen from Ikea, before committing,  make sure all the required cabinets are in stock at that time.  Otherwise, look elsewhere.",1
"Feb. 18, 2022",Thumbs up for your lighting department!,I am a 20 year technician in plumbing. I have installed all types of faucets and drains in my life but this product is sub par at best . And even using there products and cutting the pipe as close as I could to the wall and finally getting this junk together now the drawers on the stupid vanity will not shut all the way . These people should have stopped making furniture when there dressers where falling on children and killing them cause it's the same junk as before just you screw it to the wall now ....LOL. if I was the customer I am installing this for I would send it all back . BUT BEWARE IF THIS IS THE PRODUCT YOU BUY I WILL AND MOST PLUMBERS WILL CHARGE YOU DOUBLE TO WORK WITH OR ON THIS JUNK .....😜,5
"Feb. 18, 2022",Thiefs,"Its all gone .... upThe design process was great in December. We were told to order in Jan as all product would be available. In Jan not everything was available. But the delivery will be in 4 weeks. The delivery never happened. There was ""slippery mud"" on the road (Not heard that one before). In Jan I was advised to order the missing lines in Feb. In Feb, not all lines are available. We are not at the end yet, but, I struggle with the click and collect, it is not always available. By the end of it, I will have been to Reading, Milton Keynes twice and Wembley. One failed delivery. And on the phone for 4 days!!It is just endless. Oh yes. some prices have gone up by 100% since the quote! (£1400 becomes £1700...be warned) Some advisers are brilliant and will do their best for you, others can't string a sentence together. Mee...toon Ca..caines :) I think they were drunk working from home!",1
"Feb. 18, 2022",Use to deliver fast but not this time,"I bought in IKEA in Aarhus in denmark bed and reæated items. I did it online and IKEA took 5097 dkk to a side so after delivery they would take the money from my account. That was done 22.01 this year. On the 08.02 IKEA took the money from my account but somehow the money they put to side on the 22.01. Are still to the side so even though IKEA only received 5097 dkk. I lost double that amount. And now they give me hard time getting my money back  so my account is more than 4000 dkk in minus due to their mistake and I don't hear from them. Thumps up for IKEA, or  not. 😡",3
"Feb. 18, 2022",Very disappointed with my Ikea…,"Truly, you get what you pay for with IKEA. Low cost to buy - but from then on, it's awful start to finish. Delayed deliveries, no customer service, no stock, high courier charges... and no solutions. Have learned my lesson and will never use them again.",1
"Feb. 16, 2022",I am a 20 year technician in plumbing,"My story:I was in one of Ikea stores in Montréal , I asked for a piece of furniture ,they give me the wrong box that doesn't represent the one I choose (different color)  ,so I get the wrong color, when I arrive home I discovered that. Ssense nothing written on the box no dimension no color just blank  box, I return to the store I wait in line 40 minutes (because of covid passport )in the cold weather of Canada, and once my turn come the store close ,So I came back next day same thing happen and everybody is frustrated  customers..and employees.. very bad ambience for shopping , the item I'm returning is on promotion for $20,i only asked the  employees to only change it or give me the right color because they give me the wrong box they refuse because I lost the small bill of $20 and the box is still new I didn't even open it, I explained  the situation to the manager: is not my fault they give me the wrong box and I tell them I don't need money back ,I just want to change only the color they insult me they treating me like nobody they call security, they are arrogant very bad so I left the piece of furniture in the store and I left, I call customer service they don't care they say no invoice no change no return.. that's it..  it's not my fault the box is a new I did not open it.  They give me the wrong box and I went to the store two time was a special vehicle ,they don't care!! . Bad service arrogant attitude.So I lost this piece of furniture and  lost my 2 days of work, that's not including the van that I use especially for this big furniture. Thank you IKEA and I hope you make more money by stealing other people ,thank you.",1
"Feb. 16, 2022",Its all gone ...,Poor quality control on the Havsta TV unit. Top scratched and small dents out of the box. Waste of time.,1
"Feb. 14, 2022",I bought in IKEA in Aarhus in denmark…,"Slowest delivery probably in history!We ordered a bunch of small stuff February 1st. There is an Ikea less than 15 km away, but they are telling us that the order will be there the 17th. I’ve never experienced anything like that. I ordered at Amazon and though we don’t have Amazon in Denmark and I therefore needed to order from the UK site. Ordered the 8th and it will be here the 14th from UK. We won’t be sopping at IKEA anymore, this is ridiculous.",1
"Feb. 14, 2022",Cheap = awful,"I have an IKEA store credit card. I go to pay my bill on the due date, and there is a giant banner, stating they now have a 4pm deadline.... starting 2 weeks ago. Of course, everyone who sits down after work to pay their bill on their due date this month is going to be charged a late fee, and worse, an increased interest rate. What a sleezy, underhanded trick. Could you imagine playing a board game with the likes of these people? Rule change! I called and was able to have the late fee removed ""as a courtesy"", but that won't help the interest rate, which is clearly the intent. An ethical company would have given it's customers a 60 day notice for the 4pm deadline, so customers would see the change coming when they pay their bill the proceeding month. The fact that they didn't tells you the late fees and higher interest rates certainly are not an unintended consequence. They knew exactly what would happen. Ain't they slick. By the way, I have other credit cards that utilize the same bank, that don't have a time cut-off, so it absolutely is Ikea. I will never put another dime on their store card.",1
"Feb. 12, 2022",My story:,"My experience with IKEA has been a sham from the start unfortunately. I have asked for my case to be escalated multiple times, only to find that you do not offer any kind of genuine customer journey. Instead you provide road blocks. As such I have now begun proceedings for small claims court and reported ikea to trading standards and the ombudsman which I’m currently waiting for an outcome. My journey started online with the Pax system designer only to find that your layouts default the size without warning and increased the car is size of the wardrobes to “239” which would not fit. You proceeded to deliver the wrong size and refused to cancel the second delivery even after I informed you of the problem. Unfortunately this was the beginning of my problems and though very courteous and I would like to stress very friendly and diligent, your customer service is horrifically under trained, disjointed and hopeless. They have no concept of how to resolve a complaint nor do they seem to understand your own systems with any competency. They arranged for a collection to take place (this was on the Sunday 30th) on the Friday from the Manchester store while they dropped off 2 new wardrobe carcasses from the same store as it wasn’t available from distribution. A delivery of more incorrect wardrobes took place on the Wednesday that you couldn’t cancel (not dispatched so how you can’t cancel baffles me). On the Thursday you delivered the first section of replacement wardrobes (I now had 8 wardrobes and 7 does plus internal scattered upstairs making it very difficult for us to move around and my pregnant partner had to climb over boxes). When delivered we realised you had now delivered the wrong depth of the wardrobe making the internals you had delivered useless not to mention still not what we ordered / wanted.Friday came and you had cancelled the delivery dues to stock but your CS staff told us the collection would continue (if did not as it was cancelled) When the weekend rolls round another complaint raised as I need the wardrobes out of my house and I have now discovered that most of what we had been sold online was actually discontinued back in October 2021. Baring in mind we have placed our order in late January 2022 I’m shocked this is a slick pant process. Past all the new complaints and subsequently finishing your CS to be polite yet in affective both in store and on the phone we have decided we can no longer try to find a resolution and make the wardrobes you deliver work (the second deeper set) we ask for all of the unit to be collected. Your drivers come out onTuesday, to our bemusement it is booked on two aerate collection on the same day…? This is where honestly I can’t forgive nor excuse the actions or issue with  try stock, the first set of driver arrive around 11:30am they inform me heavily pregnant partner they will not collect the boxes from the top of our stairs (straight 13 steps to the front door, no turns and where you placed the units and had collected them from perviously) my partner asks what they expect her to do about it as she is pregnant to only be told it’s not their problem and she best figure it out and bring them down the stairs. So fortunate for ourselves we had carpet fitters in our house on the same day that intervened and brought the stock they were willing to take out of the house. Too the credit of your second set of drivers later in the day they could not of been more apologetic and couldn’t understand the previous drivers comments or what two collections had been booked but collected the ray of the items. Though this has been a long journey already we aren’t finished yet, since the multiple calls as your staff don’t understand where £195 has gone between all the refunds, swap etc. we have still to receive a refund and though we once again have called tonight to try and resolve it so we can go into a store to try and sort wardrobes we are left without the fund that should of been returned to be able to do so. Only to top it off that this evening we were hung up and have received no email to update us in the situation after I sat on hold for 30 minutes, during my 18th call to yourselves totalling 13 hours in the last 2 weeks trying to fix your mess. Please respond and resolve your utterly abysmal service and business practices",1
"Feb. 12, 2022",Poor quality control on the Havsta TV…,"I’ve fitted three previous IKEA kitchens but never, never, never again.  My worktop was “fitted” in early November but the hob cut out was wrong.  The contractors have admitted that it is wrong but as of today - 10th Feb - it hasn’t been corrected so my kitchen is unfinished.  Customer service is non existent - calls and emails are ignored.  They have my money so they don’t care.  This is a shockingly awful company.",2
"Feb. 12, 2022",Slowest delivery probably in history!,Went to wrong till at Exeter IKEA store and Steve came over and was sweating at me and squared up to me so I left fearing for my safety and that of my daughters safety!,1
"Feb. 12, 2022",Store card $uckery,"Where do I begin with this disgusting location. It’s a sick house of lies and deviant behavior. The manager Chris hires sexual deviants that manage the returns department. AL, the returns shift leader, has intercourse with the employees even though he is married and has a child. When Al was young he ran away from home and his parents considered him dead, threw away his belongings, and gave him a casket and head stone. His child isn’t really his, although he continues to take care of it while his “wife” sleeps with other people in front of him. That’s the kind of employees that are hired and the lifestyle that’s encouraged at this location. Save your friends, save your family, and stay away from this terrible ikea location that destroys lives and promotes discourse. I encourage you to never come back here again - Chris should be ashamed of himself for how he’s managed this location.",1
"Feb. 11, 2022",My experience with IKEA has been a sham…,"Poor communication, indifferent customer services. Product 5 days late with no explanation and would never have come had I not phoned them. Promised compensation of £20 voucher not even sent to me.",1
"Feb. 10, 2022",Appalling kitchen experience,"I would not wish buying a kitchen from Ikea on my worst enemy. The whole experience has been excruciating. Half the items never arrived, over six hours on call waiting trying to get missing items re-ordered. I finally got the items re-ordered but still some never appeared, to then be told there is no record of me ever re-ordering them. Endless assurances that the kitchen department will call you back (they never ever call back), and you can never speak to a manager. The whole experience has been unbelievably painful and cost hundreds of pounds extra in delaying the builders. AVOID!",1
"Updated Feb. 18, 2022",IKEA EXETER EMPLOYEE STEVE MADE ME FEAR FOR MY SAFETY,"Another bad experience:- received a ÄPPLARÖshelf for wall panel with NO brackets or screws (package had been resealed), apparently missing parts are not stocked separately/ Order took 3 days to arrive and missing parts 5 - 7 days? Customer services full of excuses - no solutions",1
