Review Dates,Review Titles,Reviews,Star Ratings
"Apr. 6, 2022",VERY UPSET!!,I had the worst online shopping experience ever! The worst customer service ever. I received an email that said I could pick up my order curbside after 11 o’clock on April 4. I drove an hour to get there to be told that they don’t have it. I called customer service and then hung up on me. I am done with Walmart! I think I’ll give target a try. I’ve heard good things about target.,1
"Apr. 6, 2022",Beware of the delivery fees charged by…,"Walmart just keeps getting better.  I started using Walmart Online more often during the pandemic when we moved to an isolated location.  Sure, there were a few delays due to supply chain issues, but in every instance I received proper notification.  And if ever there was an issue (out of over 150 orders placed in the last three years to both my residence and orders to family/friends) I have had less then 5% issues.  And out of that all 100% were quickly resolved.",1
"Apr. 5, 2022",Walmart is getting worse I ordered a…,"Ordered a push lawnmower online, after 3 days of zero action, I told the to cancel the order. They instantly ""created a shipping label"" in order to charge my card. 24 hours later it still hasn't shipped. ""Customer Service"" claims they cant help me because order has shipped, even though their own tracking shows differently. Screw that place, not the 1st time they've pulled this stunt, but it will be the last. From now on, PigglyWiggly for groceries. I'll go without before I EVER give SprawlMart another dollar! Liars!",1
"Apr. 5, 2022",Walmart has the worst website and the worst customer service,"I recently purchased a 29"" piece of luggage but received the 21"". I ordered online due to being disabled and could not return it to the store. Customer service emailed me a shipping label for FedEx and said they would pick up any where from 8am-5pm on April 2nd but they never showed up. I called customer service again the following day and this time they said that USPS would pick it up on April 4th between 8am-5pm. I asked if they would be emailing me a new shipping label since it was now a different service picking it up and the customer service rep said ""no and that the FedEx label was ok"". So...I waited for another whole day for the product to be picked up and when the USPS man came, he refused to take it because there was a FedEx label on it and the USPS would not get paid.So...once again I called customer service and this time after speaking with several representatives (for an hour) they have told me that they will be sending FedEx out again and it will be anywhere's from 24-48 hours. I have already wasted 2 days waiting for this to be picked up and now they (Walmart) wants me to wait around for another 48 hours (2 days)?WORST CUSTOMER SERVICE EVER!!!",1
"Apr. 5, 2022",Walmart just keeps getting better,"Horrible online shopping experience. They sent me stuff that I had already cancelled. Then when I tried to return it they said there was an error. Fast forward through months of customer service communication where they promised a refund(but never got it), and I am still waiting. I don't think I'll ever get that refund. Only Walmart could make returning simple items this complicated!",5
"Apr. 5, 2022",Ordered a push lawnmower online,I HATE IT TARGET IS BETTER,1
"Apr. 4, 2022",Will never order online again!,"Trash pandas all around, local and foreign. The floor is as trashy as the customers.I saw a crackhead(might have been a meth head) in the parking lot. Poop in the toilet, come on guys do better. It smells like a fat guy named Bobby.",1
"Apr. 4, 2022",Horrible online shopping experience,"On February 4th, 2022 I ordered (5) Premier 14” Platform Metal Bed Frames from Walmart.com along with two sets of Ceramic Plate Sets for $506.57.  I noticed later on after midnight on Feb 5th that the shipping address was the wrong address and immediately phoned Walmart to correct the address. I spoke to a young lady who was rude and obnoxious who said that she could NOT change my address per Walmart’s policy. She told me that I needed to get the order cancelled which she said she would do while I was on the phone and that I needed to re-order my items and send them to the correct address, which I did. Walmart sent me an email stating that the shipment would go out Feb 7th, so that meant there was time enough to cancel that order instead of charging me over $1,000 for (10) bed frames. On Feb 10th,  I received an email stating that (5) bed frames were sent to the address that I didn’t want them to go to and I called them immediately and told them to come and pick them up.  They told me that I needed to carry those heavy bed frames to Fed Ex or Walmart and I told them that I am not able to do that seeing that I cancelled the order and I already purchased the 5 bed frames sent to the correct address in a few days.I spoke to Representative Edward on 2-10-22 @ 12:45pm to complain that Walmart charged me (2) times for bed frames. Solution: Edward said that since I couldn’t physically bring the items into the store or Fed Ex and I didn’t have a printer to print out a return label that he would run through a transaction to get my refund within 3-5 biz days. He said that I could Dispose of bed frames or keep them since it wasn’t my fault that the original order was NOT cancelled by Marcella (or so says the email) as she instructed it would be.I waited a week and there was NO refund so I phoned Walmart back and that is when all the games begun. The horrible customer service agents hung up in my face, put me on hold when I asked to speak to a supervisor then hung up while waiting to speak to a supervisor, told me that they weren’t giving me anything because the items were delivered, laughed at my distress, and told me to call my credit card company to get my refund.  I cannot find any corporate phone numbers to inform the higher ups that they have severe problems with their customer service agents and policies. I believe Walmart has very deceptive policies and certainly horrible CS staff & practices. Looks like from thousands of reviews I read, after the fact, that many people are experiencing these terrible things and have been for years. Reviews after reviews within Walmart are simply horrifying and this company is declining every minute of the day.  I will stick with Amazon from now on and pay a higher price than to be ridiculed, gas lighted, and tormented with the games they play with their unfair practices.  Walmart SUCKS and gets a negative ZERO thumbs down from me. I am writing to the BBB, Consumer Affairs, Trustpilot, and California’s Attorney General, and so should you all if you are reading this post and have experienced any of these horrors!!!",1
"Apr. 4, 2022",target>>>,"Some stores have become racist and low, just as many other companies have in Illinois, with no honor, let alone no pride. This state has become low on how they run businesses and the communities. What a waste to use color-race and religion as an excuse when people show what they are in society as a customer and workers in these businesses, especially when playing politics or racist themselves in these companies. When other customers and workers are not treated equally because of bigotry, it is sad how this one store went down as it did even in Northlake, Ill.",1
"Apr. 4, 2022",Trash pandas all around,I buy mattress from Walmart online but I get the wrong size since I got this delivered on March 28  I trying to call Walmart  . Right after delivery I open box and trying to put on bed size no good  right-of-way  i ca Walmart for returning this mattress I keep calling them but I didn't get any response from Walmart coustmer care they keep giving me same answer since I got this order its already 1 month not good coustmer service now I don't want to buy any thing from Walmart online service,2
"Apr. 3, 2022",Walmart SUCKS Terribly,yesterday I went to Walmart to get filter&oil to do an oil change on my 4 runner and I ask the clerk (male) at auto shop counter for help on finding the correct oil filter he was Not busy there where no customers at that time... he was very sarcastic and handed me a booklet and told me to find it my self.... I think that was very Rude...just walk away and went to Autozone.,1
"Updated Apr. 3, 2022",Disaster,I always order groceries from walmart but this time they delivered to the wrong address. My transactions show photos of previous deliveries and the door they delivered to for my last purchase was obviously not my door compared to other photos. I called walmart to help me get groceries to me but they couldnt so they issued a refund. Refund takes 5-10 business days. My problem is that was the only money I have to feed my family and i cannot wait that long to buy food. I asked if I can get a gift card instead of back to my card so i can buy food right away and they said $10 is the most I can have. This is unbelievable that Its their drivers fault it was delievered somewhere else and now I have no food for my family.,1
"Apr. 3, 2022",I buy mattress from Walmart online but…,"If you are in the USA on long vacations or for other extended stays Walmart.com does not want your business.As a Canadian spending the Winter months in Florida it is not possible to use Visa credit cards based on Canadian (or any other foreign country) banks to order from Walmart.The simple reason is that the profile section has no option to change the billing address to any address outside the USA...which means the orders will be declined.Upon contacting Walmart said they are aware of that problem, they'll take down your information and claim they will adjust your account so that your future orders will go through but it never happens...After going through this now a few times I give up...strangely enough with Amazon I never have that problem.",1
"Apr. 3, 2022",yesterday I went to Walmart to get…,"i am a 68 senior heart hip leg surgery hard to get around. i spent over 100 dollars for delivery of groceries a year try it out so far not working out to good. time again my order items are missing never shipped dont no weather this is ever taken off my payment made. then they want me to tip, i wish these big shots would try living off of 1,500 mo ss. rent util bills insane, people just take and take from seniors who are trying to get by.",1
"Updated Apr. 2, 2022",Bad experience,"Ok I wanted to clarify my last complaint with Walmart on 350 hwy,they finally took the time out an helped me figure out the problem the guy I complained about at the register didn’t steal anything an I wanted to clear that statement up,my apologies for the confusion.",1
"Apr. 2, 2022",Badly designed website,"I no longer buy from Walmart after not receiving several items that I PAID FOR online. They send me emails saying the items were delivered, but they were not (Ring camera proves this as well). This does NOT happen with other companies, so this is a problem specific to them.",1
"Apr. 1, 2022",I love lean add my snap benyisgoat,Ordered an item that said would take one day. Three days later site said they are working on my order and item will arrive on the 30th and it was already the 31st. I Texted the on line person for Walmart and they said they would call me. I advised the call taker of the problem. He said that he get ahold of a person and they would speed up the item. He advised I would get an email. I got the email that said there was an error and the order was cancelled. I order this and paid more because it was suppose to be one day service and I needed it like yesterday. I could of paid less and had it by now if I bought from amazon.,1
"Updated Apr. 1, 2022",life not easy,"This Was My 1st Time Doing An Online Shopping With Walmart.  It Has Been A Toll Nightmare!!!!!Representative Were Not Help.I Had To Keep Calling To Try & Find My Items. 1st One I Never Received 2nt One Was Missing StrapThe Last 6 Items I Gave Up & Just Cancelled The Other 6 Items. Because,  The Day I Was Suppose To Receive Them ( They Didn't Come. I Look On My App & They Were Delayed. I Am Disabled & Thought It Would Be So Much Easier For Me. But, Again It Was Literally A Nightmare. Will Not Ever Use Online Shopping Again.",2
"Updated Apr. 1, 2022",Ok I wanted to clarify my last…,"Ordered a tire from them, they lied to get the order and said they had 14 in stock. Tire never arrived, and after going to ridiculous lengths to get a human by chat, they were no help at all, claimed they were unable to see the issue. Walmart then cancelled my order a few days later, and again lied and said I requested the cancellation, which I did not.. Complete waste of 3 weeks of my time..",3
"Apr. 1, 2022",I no longer buy from Walmart after not…,"The Wal-Mart Supercenter in Hollywood, FL does not answer their phones.... ever.",1
"Apr. 1, 2022",Ordered an item that said would take…,I ordered a head of lettuce and received a small head. I got three very small salads out of it. It was the size of a small sugar bowl. If I had wanted to order a small head I would have chosen it as an option. They need to train their shoppers better and add size options on items like that.,1
"Apr. 1, 2022",This Was My 1st Time Doing An Online…,horrible customer service.. rude manager named Destiny..the prices are not what they say and super rude I will never come here again and I do not recommend if your on a budget this store it a TOTAL RIP OFF AND NO CUSTOMER SERVICE SKILLS AT ALL ONE OF THE most horrible experiences I have ever had and I spent over 400 dollar.,1
"Mar. 31, 2022",Shop Anywhere Else,I bought a mini fridge back in Aug 2021. Complained that it was damaged day of delivery. It was literally dropped off the truck into the end of my laneway and damaged. I got nothing back from Walmart on the damage and fridge never worked properly. Now they claim that return date of Dec has passed and they won't return this piece of crap they sold Me. I also bought a slow cooker that might as well be a egg incubator because it dosn't again operate at all. They like Can Tire buy allot of seconds that could never pass manufacturers warranty specs or quality control. I would and will never again buy anything from these thieves. They sell Junk! All my contacts are removing their accounts from Walmart and credit card info. I suggest you do the same.,1
"Mar. 31, 2022","No customer service, at all.","Item arrived today and left in the storm/rain. They send an email (rather than ring the doorbell) giving the box enough time to turn to mush. After opening the mush you see that the item is damaged. I was worried about this after reading other reviews & yes they are all TRUE! If you think this is a nightmare... Well the nightmare has not even started yet. Now you get to talk to someone in another country about the solution. They give you the ""OPTION"" of 1. Replace or Return.... That is your option and they are the same thing. It means YOU get to repackage it, YOU then get to print a label, YOU get to drive it to Fed Ex, YOU get to wait for the replacement to arrive. Well what if you do not have a printer? No problem as you can buy one from WALMART!!!Walmart is known for trying to make their problems into YOUR problems. Can you just bring it into the store & replace it? NOT AN OPTION! Can they just send the replacement part? After all it is just the ring to the turn table that is in 3 pieces. The microwave is fine. NOT AN OPTION!There is another option that they don't mention. Stick to YOUR guns. They can SEND me a new label (they will try to change your mind with more hassles) and say it will take 2 weeks. That is fine as I am printing out NOTHING! As far as me driving,,,, That is not happening either! They will send a truck here to get it. In the meantime I will go on AMAZON and get a ring for it. I will then send back their mush box, broken ring, and never buy from Walmart again. It makes no sense to order online to avoid the hassle of their insane long lines and nobody to assist you.... If you have to have a worse experience online. People can just go to a real store or Amazon and get it hassle free!!! Thank you for shopping at Walmart and have a miserable day. At no extra charge to the customer. If you wanted to ""live life better"" you should have shopped on Amazon!!!",1
"Mar. 31, 2022",I ordered a head of lettuce and…,I was in the 7th ave longview washington store went through self check noticed it charged me to much so went to customer service to get it fixed while up there mind you I have a knee scooter so im not getting around very wellthe lady at customer service called security on me cause i didnt put my items in a bag so she thought I was stealing the sercuity person standing right behind me as Im showing him my reciept As im walking to my cat my husband ask whats wrong I told him he went back in the store and confronted to lady told her we were waiting for our reciept to get fixed all along she saying my mistake I will never go back to this store again poor customer service...,1
"Mar. 31, 2022",horrible customer service.,Walmart is Scribbr without the heart. My work here is done,1
"Mar. 30, 2022",I bought a mini fridge back in Aug…,Walmart plus price hike breaks my heart.I have never had any problem with walmart.com when it comes to any orders I have placed. I am sorry for the people who have had issues though. My one gripe with them is they raised the price of their walmart plus service. I have been a member for quite sometime but as a student I feel I cannot justify the price hike to myself. As I feel the faster shipping is not enough of a benefit for a service I only use about 4 times a month average.,1
"Mar. 30, 2022",Shop Elsewhere,"Wallmart in White House Tn I believe store 4483 is Great, the cleanest and best stocked Walmart I’ve been in Please transfer this manager to Franklin KY THAT STORE NEEDS his touch.",1
"Mar. 30, 2022",I was in the 7th ave longview…,"Worst customer service possible. The card reader would not accept one card so I used another also declined. A cashier ran the charge on the first card. Both cards ended up being charged for $132.32. The store will not issue credit, 2 calls to the number provided 90 minutes no answer. back to the store customer service started raising his voice at me. Called to speak to the store manager 2 times and was hung up on both times before being disconnected. Still out $132.32. I will never shop walmart again and am switching to costo from sams.",1
"Mar. 30, 2022",Walmart is Scribbr without the heart,"I never return anything, but, I purchased 2 items for someone and they ended up not able to make it to my house, so I went to return the items to Walmart.   It was a quick process, said refund would go onto my debit card, 4 days later, refund was there, but, Walmart then placed a hold on the $ and now I’ve been waiting an additional 2 days besides the weekend, this is ridiculous.  I’m completely disappointed in Walmart.",1
"Mar. 29, 2022",Walmart plus price hike breaks my…,"My general experience is great but this review asked for my recent experience, so here it is- AT&T GoPhone users who live in secured apartment complexes are in for a ride. If you order one online, Walmart attaches signature requirements you did not ask for. If the carrier cannot reach you three times they say they're not going to try again, then you're stuck with a product in limbo. But i wasn't all Walmart's fault. Fed Ex had a new trainee delivery driver who FAKED the first two delivery attempts. These counted against me. When a third attempt was made by a real driver and my significant failed to respond to the intercom because the number dials her phone, I was given three strikes then told they won't be coming back, so I asked Walmart for a refund and they issued it. Two days later, Fed Ex suspended the signature requirement and delivered my phone, which was supposed to be well on its way back. What a keystone cop operation that was. Now I have a phone that is not activated, which I've told them I want to keep and they need to charge me for it, but I'm still in limbo. I hear tell once the do actually charge me I must walk it up to a Walmart to get rescanned so they can activate it. Gah! Boo Walmart, Boo Fed Ex, Boo significant other. Boo all of you. Otherwise, Walmart has been amazing!",4
"Mar. 29, 2022",Wallmart in White House Tn I believe…,I Am writing this review to complain about the poor service I have received from Walmart customer relations and service. Please don’t buy anything from Walmart. I bought an E-gift card and it was not delivered and Walmart cannot offer any proof it was delivered via email. My sisters birthday has passed and she never received her gift. I have called Walmart 8 times to no avail. They refused to give me a refund. They send me from one department to another from billing to gift card services to customer relations and customer service and they have received their money but refused to help me.,5
"Mar. 29, 2022",Worst customer service possible,"3402224-525254. AC Delco ""NEW"" Alternator # 335-1033. You sent me a used item advertised as ""new"". It was sent directly from ""Walmart Return Center"". You sent me someone else's reject! Someone else returned it because it has defective bearings in it. they are making noise. I spent $100 to have it installed. Your sale transaction was fraudulent. The original packaging was tore up, and obviously recouped. I inspected the alternator, and it appeared to be okay, so I had it installed. Only then could I tell it was making bearing noise. I want a full refund. I haven't written a review yet. If you want the alternator back, I want the $100 I paid for installation in addition to the sale price. You sold me a used, defective item, as ""new"". Please credit back my payment.UPDATE: They wanted to give me $30 back. They blocked me from giving a review on wal.com",1
"Mar. 29, 2022","Return, refund held captive",I bought a Kyler Murray Gold Vinyl Funko 5’ from Walmart.com it says in the description Kyler Murray (home uniform) with chase….. when I ordered This product expecting a chance at the chase I received an Email stating my item was going to be a week later then expected which is fine no big deal but when I expressed my self to the third party seller he told me they DO NOT SEND THERE CHASES to Walmart online even though it says in the description customer have a chance at the chase but when u call the customer service 1800 they refuse to let u talk to a supervisor they lie and make up reasons they can’t talk to u and hang up on u after u give the info they are asking for I will never order from this company online ever again they are the worst no to mention in store they harass people like ther stealing when u walk out the store,1
"Updated Mar. 28, 2022",Generally a great experience but not for phones,"In November 2021 I purchase an online vaccuum cleaner, next day I got an email, that elevated up did not have this product and to buy something different, then I received another email that my vaccuum had been delivered! NOT! I called walmart, they put the money back, I bought another vacuum in store, walmart then recharged for the first vaccum, and I have been in disputes with them ever since. Capital one is currently working with me on this. They have told walmart that this dispute was won by me and to take the charge off. They have not. Plus all interest fees are on my bill. walmart is a billion dollar industry, trying to take my very hard earned money. I will never shop there again. so sorry that walmart needs $150 for a vacuum I never received, so bad.It's a sad situation and this won't make much difference to them. But it is ethically wrong to not waive this fee, when the consumer for 5 months pleads that they never received product!Sheila Carter",1
"Mar. 27, 2022",I Am writing this review to complain…,Canceling for 2 reasons: 1. Walmart tries to mislead you into picking up  most items from in-store. Elderly people can not understand they have to actually click a few times to un-check defaulted pick up in store.  The default should be everything you put in you cart should default to delivery or shipping. You should have to change to pick up in store if that is what you want to do.2.Automatically adding mandatory tip to you account after delivery. This is just another way Walmart tries to trick you into paying their employees even if it is door dash. Walmart needs to pay door dash or delivery person and let customer freely add on any tip they wish to give to driver. Not sure but read that the 7.00 mandatory tip (written in very light letters after the order has been placed with most customers not even seeing it) actually goes to Walmart to pay for the already paid hourly worker for pulling the items. This is just a shady dishonest way Walmart tries to scam customers out of their hard earned money. Really disgraceful.,1
"Updated Mar. 26, 2022","3402224-525254 Used defective merchandise sold as ""new"".",This review is for Walmart online - My last few orders have been impressive. The most recent one - I ordered 2-day shipping and it ended up being delivered the same day - really impressive. Email sent each time to inform about delivery. Product packaged in soft ( plastic ? ) envelopes rather than boxes. Another excellent move on Walmarts behalf.  Less waste and easy to get rid of. Very happy.,1
"Mar. 26, 2022",Misleading item description,"Walmart steals from their customers and then pretends to not know. I tried placing a pick up in store online order and my order didn’t process but I was charged twice for it. I immediately contacted Walmart. They wouldn’t process my order or refund me, they kept calling them ghost orders. It’s been 2 days and they have over $60 of my money for an order I couldn’t place. They only make money, off stealing from others. They will waste your time, don’t allow them any of your financial information. They are hurting financially and stealing from customers. Use any service available to you, but stay away from Walmart. They plague our world",1
"Mar. 26, 2022","I, the consumer","Horrible customer service, cheap products, and returns take over weeks.  I will never order from them again.",1
"Mar. 25, 2022",Canceling Walmart+ for 2 reasons,Ordered a product from Walmart onlineWhen ordering the product you dont know who is the shipping company so we have to add po box and physical addressFinanced it thru affirmUps could not deciever between po box and physical address .stated they tried to confirm address twiceI never got a callThey sent it backThe 3 rd party vendor would not turn the package back nor resend the productWalmart had me call the 3rd party vendor and upsI was give the option of a refund or replacement I asked for a replacement Called a few days later to get the status of the replacement and was told they can only refundNice of someone to let me knowNever received the productRefund  given to affirmAffirm applied the payment from walmart minus interest not their faultWalmart tells me its not their problem,1
"Mar. 25, 2022",Walmart online has really improved !,"The auto service department at Walmart on Dell Range in Cheyenne is excellent. I bought tires at the Livingston Walmart and had issues with them, product and service. I gave the Dell Range store a chance at helping me and these folks were great. For your auto needs, Walmart on Dell Range is the place to go. Save yourself headaches and avoid the Livingston store.",5
"Mar. 25, 2022",Walmart steals from their customers and…,Ang was checking us out and my Mom accidentally put 1 star for her service on the card pad. If yall could fix that on her record and would help Ang and make us feel less guilty😆,1
"Mar. 25, 2022",Horrible customer service,NEVER ORDER FROM WALMART ONLINE!!! They will take your money & pretend like they have no clue what’s going on. They randomly took 98$ out of my account & when I told them& even provided them with proof that I did NOT spend that amount with themOnline they would not give me my money back. Same goes for online deliveries with them. People or the store associates just be giving you other peoples things. At this point Walmart just needs to go out of business for online because you guys suck!!!,1
"Mar. 24, 2022",Ordered a product from Walmart online,"I PLACED AN ORDER WITH WALMART ON MARCH 15, 2022, AND IT SAID MY ORDER WILL BE DELIVERED ON MARCH 23, 2022, (FAIR ENOUGH) HOWEVER, I GET AN EMAIL SAYING MY ORDER WAS DELIVERED ON THE 19TH, WHICH IT WAS NOT, SO I HAVE BEEN DEALING WITH WALMART TELLING ME TO WAIT 48HOURS, 2 DIFFERENT TIMES, AT THIS POINT I DON'T FEEL MY ORDER IS COMING, SO I WANT A REFUND, AND THERE IS A PROBLEM WITH THAT TOO, I REFUSE TO PAY FOR THEIR INCOMPETENCE. I WON'T BE SHOPPING ONLINE ANYMORE WITH WALMART.",1
"Mar. 24, 2022",The auto service department at Walmart…,"IF I COULD I WOULD GIVE IT 0. THEY CANCELED EVERY ORDER I MADE THE FIRST SEVERAL ORDERS BECAUSE THEY DID NOT HAVE STOCK. CONSTANT MISTAKES! PUT ORDERS THROUGH I DID NOT PLACE. SENT ITEMS I DID NOT ORDER. BILLED ME FOR ITEMS I WAS TOLD NOT TO RETURN BECAUSE I DID NOT ORDER THEM. JUST CONSTANT MISTAKES AND CANCELLED ORDERS. THEN THEY DO NOT PICK UP THE PHONE IF YOU HAVE TO PICK UP ANY ORDERS AND WHEN YOU GO IN THE STORE YOU HAVE TO GO THROUGH 3 PEOPLE BEFORE YOU FIND OUT THE PHONE IN PICK UP IS NOT WORKING AND THEY HAVE A DIFFERENT NUMBER BECAUSE OF THAT. AND THAT IS ONLY IF YOU KNOW WHERE PICK UP IS IN THE VERY FAR CORNER OF THE SUPER STORE. THE WORST CUSTOMER SERVICE I HAVE EVER HAD THE DISPLEASURE OF DEALING WITH. THE PHONE REPS ARE HELPFUL 50% OF THE TIME. AND TONIGHT I GOT A MANAGER THAT WAS NOT AT ALL HELPFUL. EVEN AFTER I TOLD HER I WAS DEALING WITH THIS PROBLEM OF THEM CHARGING ME TWICE A MONTH LATER FOR THE SAME ITEM THAT WAS NOT SUPPOSE TO BE PUT  THROUGH INSTEAD OF EXCELATING IT TO THE BILLING , SHE TOLD ME TO CALL BACK. HER NAME WAS ERICA FROM SACRAMENTO CALIFORNIA. VERY AGGRAVATING TO DEAL WITH THEM AND EXTREMELY TIME CONSUMING TO TRY TO FIX THE PROBLEMS THEY CREATE.",5
"Mar. 24, 2022",Ang was super!🙌…,"Walmart, Farmingdale, NY is huge and had so much that it is truly an everything I want in one recently expanded building.  Davesxa lot if time.",3
"Updated Mar. 24, 2022",NEVER ORDER FROM WALMART ONLINE!!,"Walmart in Wallace, NC is a bad place to work. Discrimination is rated the highest. Level 10. Whites are known to get away with so much, and people of color is treated unfairly, talked down and treated as though they are slaves. They say they are creating a team, bull managers don’t know the work, so all the work is poured on associates. People of color can’t stand a chance. I have seen teamleads get away with so much, and higher management allow them to dump there crap on others. It has poor leadership and no teamwork. Poor place to work.",1
"Updated Mar. 24, 2022","ORDER MARKED DELIVERED, BUT NEVER CAME.…","I ordered 2 bottles of NAC food supplement for $19.73 each from Walmart.com through the vendor “iHerb.” I subsequently received an email that the order had been cancelled. “We're sorry, we canceled your recent order for your protection because it was flagged by our credit and fraud team.” I was puzzled by this because I use this Visa card for everything and there had been no indication of any problem. I went back to the Walmart site to reorder and (surprise!) the product was now selling for $22.35 per bottle. I have been doing business with this bank for 40+ years and I have never had a problem with this credit card. It has a high limit and I pay off the balance every month. My credit rating has been in the 830-840 range for years. That they had to cancel my order due to “unusual account activity” is complete b.s. For their highly unethical practices they have permanently lost my trust and my business.",1
"Mar. 24, 2022",IF I COULD I WOULD GIVE IT 0,If you decide to have a membership pay careful attention to your debit or credit card for unauthorized charges.,1
"Mar. 23, 2022","Walmart, Farmingdale, NY",Shopping was great. The people at Walmart are very helpful. Will recommend.,5
"Mar. 23, 2022",Walmart in Wallace,"Well, I had a terrible experience this last time. I recently bought some items off of Walmart.com, and I received them today, but I had some damaged items and missing items in this shipment. I was not too happy with this online shopping experience! Not only that, but I emailed the customer service rep at Walmart and told him what happen. He tried to email the company where my item shipped from, but we are waiting for his response. I just hope that they send me  my missing item and I will be satisfied at least. I'm just going to keep the damaged item bc I don't want to send it back and receive something else but worst.",1
"Mar. 23, 2022",Bait and switch,I purchased a bag via Walmart from a company named Focus Clothing Bag Accessories and I am very pleased with the purse/cross body bag. It was the very size I was looking for and all the pockets and compartments I need. The price was very good and I plan on buying another one in a different color.,1
"Mar. 23, 2022",If you decide to have a membership pay…,"They keep deleting my review on g play store so I'll do it here. I got the app & put something in my cart and went to payments. There were 11 debit cards, in my name, that I've never seen. So, people with my name, have their debit cards on my account. The default card just wanted the CVV to charge it to that card. So if I  could've guessed that 3 digit #, it would charge that guys card. This is a serious issue that apparently they don't wanna deal with. No way am I putting my card on here for someone to hack. If you have your card on there you might wanna keep an eye on your bank account.",1
"Mar. 23, 2022",Shopping was great,"The neighborhood Walmart on Austell road Marietta GA don't instill courtesy in their cashiers. I called to report about that a while a go and today the same disrespectful attitude was repeated. I hope Theresa,  manager addresses the problem.",5
"Mar. 23, 2022",I am very disappointed!!😠,"The online buying service, Walmart.com is broken. Ordered a GPS on Walmart.com with a warranty (over $200). It has been 2 weeks and the GPS has not been shipped. No response from seller. Trying to get my money back. Use Walmart.com at your own risk. I will try to get the money from my credit card.",1
"Mar. 22, 2022",Cross Body Bag/Purse,Order a dresser off line was a disaffected dresser I was having someone putting it together all parts wasn’t there and Walmart giving me a hard time and returning a whole dresser I got find a big boxes just to much to send back never a order on line again and always make sure thing already put together,5
"Mar. 22, 2022",They keep deleting my review on g play…,"Since Walmart became a Supercenter, I have shoppedthere for over twenty-five years and they are still the only place I shop for most all of my needs. It saves mefrom running store to store. I can exit their store withoutbeing broke.",1
"Mar. 22, 2022",The neighborhood Walmart on Austell…,"DO NOT ORDER FROM Walmart.com!!!! They CANNOT BE TRUSTED!! Their online customer service is overseas. They delivered part of my order. I ordered perfume. I needed this for a special gift.  I ordered far enough in advance.  They changed the status from ""On The Way"" to ""Your Order Is Delayed, Keep checking back for updates"" This continued for three days past their date of delivery.  I called customer service, I kept getting people with Arabic accents claiming American names, that they couldn't even pronounce.  I was told to wait 24 hours, and then wait for three days before calling back for a refund. They now claim to have to get in touch with a third party vendor. I gave my money to Walmart. That was My First Mistake. I still have No Perfume and My Money Has Not Been Refunded.  I finally decided to sue them for my refund. THIS IS REDICULOUS! SO IF YOU ARE READING THIS, DO NOT BY ANYTHING FROM WALMART.COM.",1
"Updated Mar. 21, 2022",Ordered a GPS on Walmart.com with a…,"I purchase a lot of pet supplies from this company.  They have really messed up the delivery options lately.  I want everything shipped just like they used to, not one thing from a store today and another thing from a store tomorrow.  Go back to my request for shipping everything.  You do not need to find ways to ways to save a  FEW bucks.",1
"Mar. 20, 2022",Order a dresser off line was a…,I ordered 3 marine batteries and was told to pick them up.  Then 2 batteries were cancelled because they were out of stock at the local Walmart.  I cancelled the third.  Two days later I ordered 1 battery and was told to pick it up.  When I got to the store I was told the order was cancelled again because it was out of stock.  Of course the price went up between the orders too.  I would have been happy if Walmart notified me when the first order could have been filled.,1
"Updated Mar. 20, 2022",The shop that knows how to keep money in your pockets,"online ordering works just fine most of the times, some items are always out of stock.",5
"Mar. 19, 2022",DO NOT ORDER FROM Walmart.com!!!,I'm giving Walmart 1 star because it won't let me give a 0. Be careful ordering online because alot of their online items are cheap as if they come from WISH. Clothing too! I've had to return the last 3 items I've purchased because it was wrong size and/or not what they advertised. And make sure you check the shipping because alot of times the shipping is more than the product itself. I'll never again order online thru Walmart.,1
"Mar. 19, 2022",Shippping,"Although it may be difficult working with us customers, shopping can be good. Prices affordable, sometimes items can be lacking. Perhaps shipping concerns. Overall,I believe improvement is coming.",3
"Mar. 19, 2022",Bad procedures and bad experience ordering batteries,I had gotten and emain saying my pre order from a year ago was canceled.so concerned I was i called customer service and said it was out of stock even tho I had it on pre-order. I asked why I didn't get it when it was in shock and never got an answer and after arguing for over 10 minutes I had enough. I highly recommend never pre-ordering thru walmart and I myself will never again.,1
"Mar. 19, 2022",some items are always out of stock,"Argyle mall, London Ontario has terrible customer service in the pharmacy. I was treated rudely by the pharmacist and the associate because when no one was around at the cash register and the line was 6 people deep. I tried to get the attention of the only person behind the counter and was ignored, then was told I had no business talking to her. The associate rounded the counter and demanded to know what I wanted. The line up of 6 people wasn't enough of a clue. I reported this and I have never heard from anyone. I use a much friendlier pharmacy down the road  called coulter pharmacy. Customer service is top priority there. Since the store was not interested in what transpired, I no longer go to the argyle Walmart as I have used other Walmart's in London first. Wish Zellers had lasted.",3
"Mar. 19, 2022",I'm giving Walmart 1 star because it…,"Hi, I would like to COMMEND   all your employees in the   Pharmacy Department, pharmacists: Cameron, Wayne,  Assistants  and all associates.  Janice, Adam, Eries, etc. They're the  Greatest, Friendliest,  Awesome,  Amazing  group of wonderful  people.  I have made my choice to  stay at the  Walmart store on  Eastern and  Serene. Please  acknowledge  your pharmacy.  Aloha Annette and  Van de Guzman.  Thank you and GOD BLESS.",1
